"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2006,4,3,1,638,645,910,947,"AS",423,"N772AS",152,182,122,-37,-7,"SNA","SEA",978,7,23,0,"",0,0,0,0,0,0
2005,10,10,1,615,615,810,820,"WN",664,"N379SW",55,65,44,-10,0,"PHX","ABQ",328,4,7,0,"",0,0,0,0,0,0
2005,9,27,2,757,800,917,919,"OH",5592,"N470CA",80,79,69,-2,-3,"LEX","DCA",414,4,7,0,"",0,0,0,0,0,0
2005,3,6,7,2015,2020,2208,2213,"US",404,"N334US",113,113,99,-5,-5,"PBI","CLT",590,4,10,0,"",0,0,0,0,0,0
2005,4,13,3,1740,1735,1849,1850,"WN",2167,"N478",69,75,55,-1,5,"PHX","SNA",338,4,10,0,"",0,0,0,0,0,0
2006,5,18,4,616,619,652,700,"MQ",4118,"N615AE",36,41,18,-8,-3,"MKE","ORD",67,7,11,0,"",0,0,0,0,0,0
2006,3,27,1,1850,1855,2025,2020,"WN",2340,"N437",95,85,75,5,-5,"SAN","OAK",446,5,15,0,"",0,0,0,0,0,0
2006,2,5,7,1622,1600,1720,1705,"WN",2752,"N513",58,65,47,15,22,"PHX","ELP",347,3,8,0,"",0,0,0,0,0,15
2005,9,3,6,735,735,1020,1020,"WN",2464,"N635SW",165,165,150,0,0,"BDL","MCO",1050,5,10,0,"",0,0,0,0,0,0
2005,6,23,4,850,857,1005,1009,"OH",5291,"N785CA",75,72,49,-4,-7,"PIT","CVG",256,13,13,0,"",0,0,0,0,0,0
2006,11,26,7,1843,1820,2003,1940,"WN",1975,"N661SW",80,80,69,23,23,"SMF","SAN",480,3,8,0,"",0,0,0,0,0,23
2006,10,16,1,1845,1820,2043,2041,"DL",1071,"N3753",118,141,92,2,25,"ATL","PHL",665,9,17,0,"",0,0,0,0,0,0
2006,8,24,4,NA,1703,NA,2028,"UA",328,"000000",NA,145,NA,NA,NA,"OAK","DEN",957,0,0,1,"A",0,0,0,0,0,0
2006,10,18,3,958,955,1143,1120,"UA",675,"N571UA",165,145,120,23,3,"LGA","ORD",733,3,42,0,"",0,0,0,23,0,0
2005,12,10,6,914,915,1515,1510,"CO",1444,"N17345",241,235,216,5,-1,"SFO","IAH",1635,4,21,0,"",0,0,0,0,0,0
2005,3,18,5,1417,1400,1620,1522,"MQ",3166,"N808AE",123,82,73,58,17,"SNA","SFO",372,4,46,0,"",0,0,0,58,0,0
2005,3,22,2,936,936,1019,1029,"EV",4541,"N849AS",103,113,88,-10,0,"ATL","SHV",552,2,13,0,"",0,0,0,0,0,0
2006,3,9,4,1352,1350,1637,1654,"DL",1979,"N647DL",165,184,145,-17,2,"JFK","TPA",1005,4,16,0,"",0,0,0,0,0,0
2005,6,12,7,2026,2030,2316,2342,"HP",303,"N835AW",350,372,317,-26,-4,"JFK","LAX",2475,11,22,0,"",0,0,0,0,0,0
2005,4,4,1,638,645,755,806,"XE",2400,"N11548",77,81,56,-11,-7,"PWM","EWR",284,9,12,0,"",0,0,0,0,0,0
2006,4,2,7,1717,1709,1817,1817,"OO",5732,"N234SW",60,68,51,0,8,"GEG","SEA",224,3,6,0,"",0,0,0,0,0,0
2006,6,20,2,1713,1620,1835,1740,"WN",2029,"N605SW",82,80,63,55,53,"MDW","MCI",405,3,16,0,"",0,6,0,2,0,47
2005,10,31,1,1313,1315,1404,1407,"XE",2686,"N13997",51,52,32,-3,-2,"EWR","ALB",143,4,15,0,"",0,0,0,0,0,0
2005,8,31,3,2037,2049,2158,2215,"FL",138,"N173AT",81,86,64,-17,-12,"TPA","ATL",406,7,10,0,"",0,0,0,0,0,0
2005,5,17,2,1601,1605,1823,1829,"DL",776,"N628DL",82,84,60,-6,-4,"MSY","ATL",425,7,15,0,"",0,0,0,0,0,0
2006,10,1,7,2003,1855,2206,2059,"EV",4808,"N878AS",123,124,101,67,68,"ATL","ILG",642,4,18,0,"",0,67,0,0,0,0
2005,12,12,1,2330,2217,9,2258,"NW",1850,"N609NW",39,41,25,71,73,"DTW","MBS",98,4,10,0,"",0,71,0,0,0,0
2006,10,9,1,1620,1610,1841,1840,"MQ",4159,"N660CL",81,90,60,1,10,"ORD","PIT",412,3,18,0,"",0,0,0,0,0,0
2006,4,26,3,820,825,1013,1029,"OO",6840,"N938SW",53,64,38,-16,-5,"ORD","TVC",224,3,12,0,"",0,0,0,0,0,0
2006,12,20,3,1606,1605,1719,1712,"US",1884,"N590US",73,67,43,7,1,"CLT","ORF",290,3,27,0,"",0,0,0,0,0,0
2005,10,6,4,1853,1750,2138,2030,"WN",2020,"N620SW",165,160,155,68,63,"MCO","PVD",1073,3,7,0,"",0,55,0,5,0,8
2005,9,16,5,1403,1400,1528,1532,"US",1204,"N622AU",85,92,68,-4,3,"CLT","PHL",448,4,13,0,"",0,0,0,0,0,0
2006,11,12,7,1418,1456,1652,1704,"YV",7361,"N17175",154,128,98,-12,-38,"OKC","ORD",693,6,50,0,"",0,0,0,0,0,0
2006,11,10,5,1348,1310,1536,1515,"WN",268,"N643SW",108,125,93,21,38,"OAK","SEA",671,4,11,0,"",0,10,0,0,0,11
2005,11,16,3,1426,1425,1439,1443,"HP",662,"N677AW",73,78,52,-4,1,"PHX","SNA",338,5,16,0,"",0,0,0,0,0,0
2006,8,16,3,846,855,1205,1209,"XE",3082,"N41104",139,134,112,-4,-9,"COS","IAH",809,10,17,0,"",0,0,0,0,0,0
2006,8,7,1,1938,1940,2218,2226,"UA",1458,"N491UA",100,106,83,-8,-2,"LAS","DEN",629,4,13,0,"",0,0,0,0,0,0
2006,4,9,7,659,700,917,909,"UA",578,"N334UA",78,69,48,8,-1,"ORD","CLE",316,5,25,0,"",0,0,0,0,0,0
2005,9,16,5,656,705,849,905,"AS",99,"N964AS",113,120,91,-16,-9,"OAK","SEA",671,10,12,0,"",0,0,0,0,0,0
2006,8,22,2,1331,1302,1506,1439,"MQ",3908,"N933JN",95,97,78,27,29,"ORD","MEM",491,3,14,0,"",0,27,0,0,0,0
2005,6,13,1,1036,1040,1457,1505,"CO",1476,"N12349",201,205,176,-8,-4,"IAH","PHL",1324,3,22,0,"",0,0,0,0,0,0
2006,6,23,5,1442,1425,1651,1559,"FL",705,"N930AT",129,94,112,52,17,"DAY","ATL",432,9,8,0,"",0,17,0,35,0,0
2006,3,10,5,NA,955,NA,1219,"UA",473,"000000",NA,264,NA,NA,NA,"EWR","DEN",1605,0,0,1,"A",0,0,0,0,0,0
2006,8,29,2,1337,1240,1458,1406,"US",630,"N652AW",81,86,62,52,57,"BUR","PHX",369,5,14,0,"",0,43,0,0,0,9
2005,7,31,7,2100,2100,2210,2218,"OH",5676,"N866AS",70,78,47,-8,0,"CVG","ERI",316,4,19,0,"",0,0,0,0,0,0
2006,3,27,1,941,943,1208,1202,"AA",714,"N3DBAA",147,139,124,6,-2,"MIA","DCA",920,3,20,0,"",0,0,0,0,0,0
2005,1,6,4,1920,1745,2222,2050,"XE",2899,"N22909",122,125,105,92,95,"MSN","EWR",799,8,9,0,"",0,0,0,13,0,79
2006,10,11,3,2011,1950,2219,2203,"FL",497,"N997AT",128,133,112,16,21,"BWI","MCO",787,6,10,0,"",0,16,0,0,0,0
2006,10,24,2,624,630,820,824,"FL",461,"N906AT",116,114,89,-4,-6,"BWI","ATL",576,10,17,0,"",0,0,0,0,0,0
2005,8,20,6,1324,1327,1439,1418,"NW",1466,"N753NW",75,51,28,21,-3,"MSP","DLH",144,9,38,0,"",0,0,0,21,0,0
2005,4,29,5,1341,1344,1448,1457,"MQ",3757,"N906AE",67,73,51,-9,-3,"DFW","ICT",328,4,12,0,"",0,0,0,0,0,0
2006,6,15,4,1729,1725,1841,1829,"US",704,"N677AW",252,244,232,12,4,"DTW","PHX",1671,5,15,0,"",0,0,0,0,0,0
2006,11,6,1,1841,1835,1837,1840,"WN",2541,"N236",56,65,42,-3,6,"SDF","MDW",271,4,10,0,"",0,0,0,0,0,0
2006,4,27,4,1432,1335,1522,1435,"WN",1343,"N514",50,60,42,47,57,"DAL","LIT",296,2,6,0,"",0,47,0,0,0,0
2005,1,23,7,1645,1655,1850,1908,"TZ",465,"N515AT",125,133,102,-18,-10,"IND","SRQ",876,9,14,0,"",0,0,0,0,0,0
2005,10,13,4,1627,1630,1850,1849,"AA",2334,"N577AA",143,139,112,1,-3,"DFW","ORD",802,19,12,0,"",0,0,0,0,0,0
2006,2,26,7,1715,1620,1915,1820,"WN",1539,"N345",60,60,52,55,55,"PDX","BOI",344,3,5,0,"",0,55,0,0,0,0
2006,3,7,2,1043,1045,1147,1149,"OH",5690,"N526CA",64,64,52,-2,-2,"CVG","LAN",258,2,10,0,"",0,0,0,0,0,0
2006,1,29,7,1540,1505,1839,1800,"US",1035,"N442US",179,175,161,39,35,"PHL","RSW",992,4,14,0,"",0,0,0,4,0,35
2006,3,13,1,1810,1751,2137,2119,"MQ",3629,"N523AE",147,148,117,18,19,"DFW","PIT",1068,4,26,0,"",0,18,0,0,0,0
2005,6,13,1,1727,1730,2019,2055,"OO",3923,"N433SW",112,145,96,-36,-3,"SLC","ICT",808,4,12,0,"",0,0,0,0,0,0
2005,1,4,2,2010,2000,2200,2202,"EV",4363,"N852AS",110,122,85,-2,10,"BWI","ATL",576,12,13,0,"",0,0,0,0,0,0
2005,6,4,6,1619,1622,1733,1721,"NW",1056,"N606NW",74,59,48,12,-3,"FAR","MSP",223,5,21,0,"",0,0,0,0,0,0
2006,6,23,5,1239,1220,1338,1325,"WN",1953,"N648SW",59,65,43,13,19,"LAS","BUR",223,1,15,0,"",0,0,0,0,0,0
2005,4,21,4,1350,1358,1602,1612,"UA",1576,"N494UA",132,134,116,-10,-8,"TPA","IAD",810,4,12,0,"",0,0,0,0,0,0
2005,2,24,4,1038,1040,1221,1216,"NW",1696,"N353NB",103,96,79,5,-2,"DTW","RDU",501,6,18,0,"",0,0,0,0,0,0
2005,3,23,3,2003,1900,2232,2139,"DL",635,"N641DL",149,159,109,53,63,"LGA","ATL",761,9,31,0,"",0,0,0,0,0,53
2006,10,9,1,1057,1100,1132,1129,"AQ",110,"N252AL",35,29,23,3,-3,"LIH","HNL",102,5,7,0,"",0,0,0,0,0,0
2006,1,12,4,1902,1900,2205,2220,"UA",542,"N566UA",123,140,104,-15,2,"ORD","BOS",867,4,15,0,"",0,0,0,0,0,0
2005,9,4,7,1340,1344,1521,1546,"EV",4209,"N846AS",101,122,92,-25,-4,"GRR","ATL",640,7,2,0,"",0,0,0,0,0,0
2006,5,18,4,1815,1810,2105,2109,"XE",2422,"N14180",230,239,199,-4,5,"IAH","BOI",1482,5,26,0,"",0,0,0,0,0,0
2005,1,28,5,1139,1140,1229,1234,"AA",1067,"N558AA",110,114,86,-5,-1,"DFW","COS",592,6,18,0,"",0,0,0,0,0,0
2005,8,14,7,700,700,817,823,"AS",68,"N648AS",137,143,123,-6,0,"SEA","JNU",909,3,11,0,"",0,0,0,0,0,0
2006,3,19,7,NA,1810,NA,1805,"EV",4196,"N856AS",NA,55,NA,NA,NA,"ATL","BHM",134,0,0,1,"C",0,0,0,0,0,0
2005,12,18,7,1241,1241,1353,1400,"EV",4234,"N718EV",132,139,120,-7,0,"ATL","OKC",761,3,9,0,"",0,0,0,0,0,0
2005,7,31,7,2210,2205,2300,2255,"WN",360,"N768",50,50,35,5,5,"LAS","ONT",197,3,12,0,"",0,0,0,0,0,0
2006,12,9,6,1518,1529,1614,1629,"AS",1,"N552AS",56,60,37,-15,-11,"ANC","FAI",261,4,15,0,"",0,0,0,0,0,0
2006,2,11,6,945,940,1100,1048,"MQ",3217,"N387AE",75,68,42,12,5,"DFW","TXK",181,6,27,0,"",0,0,0,0,0,0
2005,3,8,2,2127,2115,2305,2250,"US",1181,"N586US",98,95,75,15,12,"CLT","MCO",468,5,18,0,"",0,0,0,3,0,12
2006,4,7,5,2150,2200,2307,2300,"YV",6148,"N77302",197,180,152,7,-10,"SAT","LAS",1069,37,8,0,"",0,0,0,0,0,0
2005,8,22,1,1700,1658,1836,1838,"DL",202,"N606DL",96,100,69,-2,2,"ATL","RSW",515,3,24,0,"",0,0,0,0,0,0
2006,12,11,1,1021,1022,1314,1319,"OO",6638,"N709SK",113,117,102,-5,-1,"PSP","DEN",776,4,7,0,"",0,0,0,0,0,0
2005,10,11,2,1755,1800,1938,1952,"EV",4903,"N724EV",163,172,147,-14,-5,"AUS","SLC",1085,7,9,0,"",0,0,0,0,0,0
2005,3,5,6,1123,1124,1405,1406,"MQ",4044,"N684JW",102,102,87,-1,-1,"ORD","IAD",589,4,11,0,"",0,0,0,0,0,0
2006,4,23,7,1108,1103,1258,1250,"MQ",4011,"N691AE",50,47,27,8,5,"ORD","FWA",157,4,19,0,"",0,0,0,0,0,0
2006,9,19,2,2224,2135,2429,2352,"EV",4853,"N971EV",125,137,-1337,37,49,"ATL","ALB",852,1444,18,0,"",0,0,0,0,0,37
2006,12,22,5,2054,2000,2235,2140,"MQ",4891,"N720AE",101,100,70,55,54,"LGA","CLE",418,4,27,0,"",0,0,1,1,0,53
2005,7,3,7,2116,2125,2206,2226,"OO",3948,"N569SW",50,61,39,-20,-9,"SLC","JAC",205,3,8,0,"",0,0,0,0,0,0
2005,2,5,6,2020,2020,2102,2110,"UA",471,"N529UA",42,50,26,-8,0,"DEN","EGE",121,3,13,0,"",0,0,0,0,0,0
2005,11,8,2,1721,1435,1852,1624,"CO",563,"N24224",151,169,133,148,166,"IAH","PHX",1009,4,14,0,"",0,148,0,0,0,0
2006,6,7,3,1224,1226,1312,1326,"MQ",4224,"N939AE",108,120,93,-14,-2,"SYR","ORD",607,6,9,0,"",0,0,0,0,0,0
2005,2,11,5,915,920,1119,1127,"XE",2020,"N12552",184,187,142,-8,-5,"EWR","MEM",946,5,37,0,"",0,0,0,0,0,0
2005,9,9,5,1420,1415,1534,1520,"WN",2533,"N779",74,65,52,14,5,"LAS","SAN",258,2,20,0,"",0,0,0,0,0,0
2006,2,26,7,1707,1712,1831,1857,"AA",1099,"N4TWAA",84,105,65,-26,-5,"MCI","DFW",460,9,10,0,"",0,0,0,0,0,0
2006,6,22,4,1728,1730,1842,1858,"UA",191,"N913UA",74,88,53,-16,-2,"MSP","ORD",334,3,18,0,"",0,0,0,0,0,0
2005,4,8,5,715,720,1057,1108,"CO",417,"N27733",162,168,144,-11,-5,"MSY","EWR",1167,6,12,0,"",0,0,0,0,0,0
2005,6,19,7,1447,1425,2051,2002,"UA",1149,"N556UA",304,277,259,49,22,"ANC","SFO",2018,4,41,0,"",0,22,0,27,0,0
2006,9,6,3,629,630,727,737,"YV",7074,"N448YV",58,67,41,-10,-1,"GUC","DEN",152,5,12,0,"",0,0,0,0,0,0
2005,6,19,7,836,840,1147,1155,"NW",1270,"N352NW",131,135,110,-8,-4,"BZN","MSP",874,14,7,0,"",0,0,0,0,0,0
2005,3,5,6,1801,1808,1845,1900,"OO",3811,"N947SW",44,52,32,-15,-7,"IDA","SLC",188,5,7,0,"",0,0,0,0,0,0
2005,11,15,2,840,840,910,920,"WN",2200,"N371",90,100,80,-10,0,"BOI","LAS",520,5,5,0,"",0,0,0,0,0,0
2006,9,21,4,629,635,922,931,"NW",288,"N8923E",113,116,91,-9,-6,"MEM","DTW",610,10,12,0,"",0,0,0,0,0,0
2005,7,2,6,1358,1405,1848,1900,"DL",884,"N3763D",170,175,151,-12,-7,"DEN","ATL",1199,10,9,0,"",0,0,0,0,0,0
2005,5,17,2,2105,2110,2227,2243,"DL",1824,"N945DL",82,93,69,-16,-5,"SRQ","ATL",445,6,7,0,"",0,0,0,0,0,0
2005,5,5,4,1506,1450,1528,1520,"WN",2272,"N442",82,90,70,8,16,"DTW","STL",440,5,7,0,"",0,0,0,0,0,0
2006,12,20,3,1553,1555,1636,1645,"MQ",3138,"N806AE",43,50,29,-9,-2,"LAX","SBP",155,4,10,0,"",0,0,0,0,0,0
2006,11,25,6,2300,2305,608,624,"DL",1660,"N399DA",248,259,227,-16,-5,"SMF","ATL",2092,9,12,0,"",0,0,0,0,0,0
2006,12,15,5,1705,1649,1757,1744,"US",469,"N312AW",172,175,152,13,16,"DFW","LAS",1055,6,14,0,"",0,0,0,0,0,0
2005,12,16,5,639,640,855,845,"XE",2672,"N16541",136,125,89,10,-1,"EWR","CLT",529,3,44,0,"",0,0,0,0,0,0
2006,9,14,4,913,915,940,929,"OH",5255,"N409CA",87,74,68,11,-2,"CVG","MKE",318,4,15,0,"",0,0,0,0,0,0
2005,3,22,2,2140,2141,2200,2205,"EV",4169,"N755EV",80,84,65,-5,-1,"ATL","GPT",352,5,10,0,"",0,0,0,0,0,0
2006,12,14,4,1023,1025,1120,1120,"OO",6555,"N947SW",57,55,37,0,-2,"GJT","DEN",212,6,14,0,"",0,0,0,0,0,0
2005,11,29,2,1334,1210,1905,1755,"CO",526,"N27213",211,225,187,70,84,"SFO","IAH",1635,5,19,0,"",0,0,0,0,0,70
2005,2,12,6,739,740,1526,1528,"UA",946,"N536UA",287,288,258,-2,-1,"LAX","IAD",2288,8,21,0,"",0,0,0,0,0,0
2006,9,18,1,829,825,1119,1117,"NW",282,"N503US",110,112,87,2,4,"MEM","DTW",610,8,15,0,"",0,0,0,0,0,0
2006,9,25,1,1233,1235,1637,1710,"AA",558,"N482AA",184,215,159,-33,-2,"DFW","EWR",1372,7,18,0,"",0,0,0,0,0,0
2005,3,2,3,1129,1130,1243,1240,"DL",1951,"N241DL",74,70,41,3,-1,"LGA","DCA",214,4,29,0,"",0,0,0,0,0,0
2006,11,15,3,1758,1610,1951,1745,"US",1709,"N251AY",113,95,69,126,108,"CLT","MCO",468,3,41,0,"",0,67,0,18,0,41
2005,6,8,3,1113,1109,1334,1325,"AA",1645,"N474AA",261,256,236,9,4,"ORD","SAN",1723,6,19,0,"",0,0,0,0,0,0
2006,11,9,4,1815,1805,1952,1936,"FL",841,"N149AT",97,91,57,16,10,"ATL","MCO",403,11,29,0,"",0,10,0,6,0,0
2006,7,15,6,1200,1200,1419,1405,"OH",5401,"N591SW",139,125,109,14,0,"ATL","ROC",749,5,25,0,"",0,0,0,0,0,0
2006,5,3,3,1454,1500,1804,1815,"F9",539,"N925FR",130,135,114,-11,-6,"DEN","MDW",895,5,11,0,"",0,0,0,0,0,0
2006,9,12,2,1255,1300,1525,1536,"DL",1636,"N903DA",90,96,74,-11,-5,"GEG","SLC",546,6,10,0,"",0,0,0,0,0,0
2006,10,14,6,1126,1127,1146,1143,"DL",1455,"N905DL",80,76,56,3,-1,"ATL","JAN",341,5,19,0,"",0,0,0,0,0,0
2005,10,28,5,605,615,709,727,"DH",1145,"N667BR",64,72,49,-18,-10,"ROC","IAD",289,5,10,0,"",0,0,0,0,0,0
2006,12,12,2,1328,1325,1446,1445,"WN",2786,"N494",78,80,67,1,3,"SNA","OAK",371,4,7,0,"",0,0,0,0,0,0
2006,7,28,5,1353,1303,1435,1348,"OO",6041,"N393SW",42,45,25,47,50,"LAX","BFL",109,3,14,0,"",0,47,0,0,0,0
2006,6,27,2,2147,2130,2336,2315,"DL",1276,"N381DA",109,105,83,21,17,"ATL","IAD",533,7,19,0,"",0,17,0,4,0,0
2006,3,16,4,833,837,1336,1359,"UA",310,"N339UA",183,202,168,-23,-4,"DEN","BWI",1491,4,11,0,"",0,0,0,0,0,0
2006,4,11,2,630,630,730,730,"WN",1536,"N787",60,60,48,0,0,"BOI","SLC",291,3,9,0,"",0,0,0,0,0,0
2006,9,7,4,1331,1330,1559,1620,"B6",40,"N529JB",148,170,131,-21,1,"FLL","JFK",1069,4,13,0,"",0,0,0,0,0,0
2006,12,19,2,926,930,1135,1145,"NW",202,"N8926E",69,75,49,-10,-4,"MEM","ATL",332,7,13,0,"",0,0,0,0,0,0
2006,9,22,5,1338,1340,1439,1445,"MQ",4667,"N819AE",61,65,41,-6,-2,"DCA","RDU",227,8,12,0,"",0,0,0,0,0,0
2005,12,1,4,925,925,1155,1200,"WN",1444,"N388SW",90,95,80,-5,0,"ABQ","DAL",580,3,7,0,"",0,0,0,0,0,0
2006,12,22,5,1157,1025,1302,1125,"MQ",3416,"N690AE",65,60,38,97,92,"SJT","DFW",228,22,5,0,"",0,0,0,5,0,92
2006,5,13,6,1710,1715,1844,1903,"NW",1433,"N377NB",154,168,125,-19,-5,"ATL","MSP",906,5,24,0,"",0,0,0,0,0,0
2006,6,28,3,819,805,1214,1156,"AA",655,"N5DCAA",235,231,204,18,14,"JFK","STT",1623,3,28,0,"",0,0,14,4,0,0
2005,8,29,1,NA,1800,NA,1937,"XE",2835,"0",NA,97,NA,NA,NA,"PNS","IAH",489,0,0,1,"B",0,0,0,0,0,0
2005,12,20,2,739,730,842,832,"HP",600,"N309AW",123,122,85,10,9,"DEN","LAS",629,3,35,0,"",0,0,0,0,0,0
2005,3,15,2,659,701,742,734,"UA",743,"N585UA",103,93,74,8,-2,"OMA","DEN",472,5,24,0,"",0,0,0,0,0,0
2006,10,3,2,1939,1945,2059,2108,"US",1224,"N738UW",80,83,59,-9,-6,"CLT","IAD",321,4,17,0,"",0,0,0,0,0,0
2006,9,2,6,1145,1145,1250,1259,"YV",2757,"N97325",65,74,45,-9,0,"PHX","SAN",304,5,15,0,"",0,0,0,0,0,0
2005,7,30,6,1002,1002,1217,1206,"EV",4389,"N902EV",135,124,100,11,0,"GRR","ATL",640,10,25,0,"",0,0,0,0,0,0
2005,10,4,2,1332,1332,1427,1445,"MQ",4183,"N629AE",115,133,99,-18,0,"SWF","ORD",714,5,11,0,"",0,0,0,0,0,0
2005,7,14,4,640,645,906,912,"OO",3886,"N466SW",86,87,63,-6,-5,"LWS","SLC",461,15,8,0,"",0,0,0,0,0,0
2005,6,8,3,943,947,1048,1053,"NW",1917,"N9338",65,66,40,-5,-4,"PIT","DTW",201,15,10,0,"",0,0,0,0,0,0
2006,2,4,6,1734,1730,2025,2005,"DL",175,"N188DN",171,155,127,20,4,"JFK","ATL",760,7,37,0,"",0,0,0,20,0,0
2005,2,3,4,714,725,1436,1446,"US",34,"N117UW",262,261,249,-10,-11,"LAX","CLT",2125,5,8,0,"",0,0,0,0,0,0
2005,7,1,5,753,805,858,913,"NW",1289,"N784NC",65,68,45,-15,-12,"MSN","MSP",228,8,12,0,"",0,0,0,0,0,0
2005,1,30,7,1246,1235,1535,1513,"DL",2064,"N648DL",169,158,140,22,11,"PBI","JFK",1028,9,20,0,"",0,0,0,18,0,4
2006,6,13,2,619,625,1216,1224,"CO",416,"N76355",237,239,203,-8,-6,"SFO","IAH",1635,15,19,0,"",0,0,0,0,0,0
2006,7,9,7,1551,1540,1813,1822,"US",781,"N456UW",142,162,122,-9,11,"PHL","TPA",920,5,15,0,"",0,0,0,0,0,0
2006,6,12,1,1900,1755,2030,1925,"WN",591,"N341",90,90,75,65,65,"JAX","ORF",543,5,10,0,"",0,2,0,0,0,63
2005,4,17,7,1110,1115,1248,1243,"UA",1273,"N375UA",98,88,66,5,-5,"SFO","SAN",447,2,30,0,"",0,0,0,0,0,0
2005,8,4,4,1317,1320,1429,1419,"AA",813,"N4XJAA",192,179,159,10,-3,"AUS","LAX",1242,21,12,0,"",0,0,0,0,0,0
2006,11,15,3,1816,1710,1941,1851,"CO",681,"N73299",265,281,238,50,66,"CLE","LAS",1825,11,16,0,"",0,0,0,0,0,50
2006,6,28,3,1518,1520,1648,1654,"MQ",4741,"N727AE",90,94,68,-6,-2,"RDU","LGA",431,8,14,0,"",0,0,0,0,0,0
2006,12,22,5,2038,2030,2209,2202,"UA",1435,"N478UA",91,92,68,7,8,"LAS","SFO",414,3,20,0,"",0,0,0,0,0,0
2006,2,22,3,1443,1437,1747,1715,"AS",187,"N763AS",244,218,227,32,6,"SEA","ANC",1449,5,12,0,"",0,6,0,26,0,0
2006,12,31,7,737,735,910,931,"AS",719,"N981AS",153,176,142,-21,2,"PHX","PDX",1009,2,9,0,"",0,0,0,0,0,0
2005,7,11,1,1110,1112,1245,1255,"AA",1051,"N555AA",155,163,137,-10,-2,"DTW","DFW",987,12,6,0,"",0,0,0,0,0,0
2006,12,18,1,1405,1415,1554,1547,"TZ",4227,"N402TZ",169,152,127,7,-10,"LGA","MDW",725,6,36,0,"",0,0,0,0,0,0
2006,5,6,6,639,645,1322,1350,"DL",649,"N631DL",223,245,203,-28,-6,"SAN","CVG",1865,5,15,0,"",0,0,0,0,0,0
2005,2,14,1,2000,2000,2057,2055,"WN",56,"N504",57,55,43,2,0,"HOU","DAL",239,4,10,0,"",0,0,0,0,0,0
2006,1,26,4,1129,1130,1300,1242,"DL",1951,"N908DE",91,72,45,18,-1,"LGA","DCA",214,3,43,0,"",0,0,0,18,0,0
2006,11,22,3,1731,1735,1739,1805,"MQ",4322,"N687JS",68,90,50,-26,-4,"CMH","ORD",296,8,10,0,"",0,0,0,0,0,0
2006,1,14,6,1508,1410,1804,1713,"DL",2014,"N6700",176,183,146,51,58,"JFK","FLL",1069,10,20,0,"",0,0,0,3,0,48
2005,4,19,2,1942,1951,2047,2053,"AA",1527,"N253AA",65,62,46,-6,-9,"DFW","SAT",247,8,11,0,"",0,0,0,0,0,0
2005,5,24,2,1809,1645,1857,1741,"NW",881,"N302US",108,116,93,76,84,"TPA","MEM",656,4,11,0,"",0,13,0,0,0,63
2005,3,21,1,1125,1130,1222,1248,"OH",5040,"N446CA",57,78,36,-26,-5,"JFK","BWI",184,5,16,0,"",0,0,0,0,0,0
2005,4,12,2,1916,1922,2042,2102,"AA",598,"N582AA",86,100,70,-20,-6,"DFW","BHM",597,3,13,0,"",0,0,0,0,0,0
2006,7,12,3,1753,1800,1914,1918,"NW",1957,"N520US",81,78,52,-4,-7,"MKE","MSP",297,14,15,0,"",0,0,0,0,0,0
2006,2,23,4,1117,1115,1305,1310,"US",974,"N405US",108,115,90,-5,2,"PBI","CLT",590,3,15,0,"",0,0,0,0,0,0
2006,7,26,3,848,850,1110,1103,"FL",994,"N994AT",142,133,115,7,-2,"MCO","PIT",834,10,17,0,"",0,0,0,0,0,0
2006,9,19,2,831,835,1027,1040,"WN",1414,"N419",56,65,43,-13,-4,"MDW","CMH",284,3,10,0,"",0,0,0,0,0,0
2006,11,13,1,1657,1655,1747,1749,"XE",2421,"N12921",50,54,33,-2,2,"CLE","DAY",162,4,13,0,"",0,0,0,0,0,0
2006,10,12,4,1334,1335,1446,1500,"US",759,"N527AU",72,85,57,-14,-1,"PHL","RDU",336,3,12,0,"",0,0,0,0,0,0
2006,12,24,7,1911,1850,2047,2040,"F9",235,"N942FR",156,170,138,7,21,"BNA","DEN",1013,7,11,0,"",0,0,0,0,0,0
2006,2,24,5,1320,1320,1616,1629,"OO",5930,"N715SK",116,129,91,-13,0,"ORD","ORF",717,3,22,0,"",0,0,0,0,0,0
2006,12,7,4,940,945,1122,1130,"WN",773,"N684",162,165,150,-8,-5,"BWI","JAN",888,3,9,0,"",0,0,0,0,0,0
2005,11,23,3,1133,1118,1402,1404,"AS",311,"N771AS",149,166,133,-2,15,"LGB","SEA",965,6,10,0,"",0,0,0,0,0,0
2006,11,4,6,1741,1745,1947,2010,"WN",461,"N407",126,145,112,-23,-4,"SEA","LAS",866,5,9,0,"",0,0,0,0,0,0
2005,3,16,3,2050,2015,2133,2110,"WN",1511,"N726",103,115,89,23,35,"MCO","BNA",616,4,10,0,"",0,2,0,0,0,21
2006,7,19,3,1912,1855,2323,2304,"AA",1639,"N061AA",251,249,203,19,17,"JFK","SJU",1597,5,43,0,"",0,17,0,2,0,0
